 ,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Nm,rpm,hp
3160,Tata Indica Vista Terra Quadrajet 1.3L,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248,75.0,190Nm@ 1750rpm,5,190,,
3161,Maruti Wagon R VXI Minor,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,84,,
3162,Hyundai EON Era Plus,2017,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3163,Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7,280,,
3164,Hyundai i10 Era,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,99,,
3165,Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,113,,
3166,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499,110.4,140Nm@ 4400rpm,5,140,,
3167,Hyundai Grand i10 Sportz,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,114,,
3168,Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
3169,Maruti Swift VDI BSIV,2014,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
3170,Maruti Swift Dzire VDI,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,190,,
3171,Honda Brio Exclusive Edition,2013,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,109Nm@ 4500rpm,5,109,,
3172,Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,190,,
3173,Tata Indica Vista TDI LX,2013,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5,135,,
3174,Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,290,,
3175,Toyota Etios Liva GD,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5,170,,
3176,Hyundai i10 Magna LPG,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,99.04Nm@ 4500rpm,5,99,,
3177,Hyundai EON D Lite Plus,2017,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3178,Toyota Platinum Etios 1.4 GD,2017,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,170,,
3179,Maruti Eeco CNG 5 Seater AC BSIV,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85Nm@ 3000rpm,5,85,,
3180,Hyundai Elantra SX,2013,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,177.5Nm@ 4700rpm,5,177,,
3181,Honda City 1.5 V MT,2010,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497,118.0,146Nm at 4800 rpm,5,1431,,
3182,Hyundai i10 Sportz 1.1L,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,99,,
3183,Hyundai i20 1.2 Asta,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
3184,Maruti Ertiga VDI,2014,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,200,,
3185,Hyundai Sonata 2.4 GDi MT,2012,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359,198.25,250Nm@ 4250rpm,5,250,,
3186,Maruti Wagon R LXI CNG,2017,420000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5,77,,
3187,Toyota Etios GD,2016,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,170,,
3188,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,7,200,,
3189,Maruti Alto LX,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
3190,Maruti Ritz LXi,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,114,,
3191,Maruti Swift Dzire VDi,2010,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
3192,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,8,200,,
3193,Renault Duster 85PS Diesel RxL Optional,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,200Nm@ 1900rpm,5,200,,
3194,Maruti Swift Dzire LXi,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,114,,
3195,Honda Amaze VX i-DTEC,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,200,,
3196,Chevrolet Spark 1.0 LS,2010,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,90.3Nm@ 4200rpm,5,90,,
3197,Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
3198,Maruti Alto K10 VXI,2014,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90Nm@ 3500rpm,5,90,,
3199,Hyundai Verna 1.4 CRDi,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5,219,,
3200,Maruti Swift VDI BSIV,2014,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
3201,Maruti Ritz LXi,2016,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114Nm@ 4000rpm,5,114,,
3202,Skoda Octavia Ambition 2.0 TDI MT,2014,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968,141.0,320Nm@ 1750-3000rpm,5,320,,
3203,Toyota Innova 2.5 V Diesel 7-seater,2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,200,,
3204,Toyota Innova 2.5 V Diesel 7-seater,2010,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,200,,
3205,Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,180,,
3206,Maruti Ciaz ZDi Plus SHVS,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,200,,
3207,Nissan Micra XV CVT,2017,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198,76.0,104Nm@ 4400rpm,5,104,,
3208,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5,140,,
3209,Maruti Swift Dzire VXI,2013,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,114,,
3210,Maruti Zen Estilo LXI BS IV,2013,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998,67.1,90Nm@ 3500rpm,5,90,,
3211,Hyundai Santro Xing GLS,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,96,,
3212,Hyundai Santro Xing XS,2007,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086,63.0,"9.8@ 3,000(kgm@ rpm)",5,96,,
3213,Hyundai i20 Asta 1.4 CRDi,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
3214,Hyundai EON Era,2012,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3215,Hyundai EON Sportz,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3216,Ford EcoSport S Diesel BSIV,2019,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,205,,
3217,Tata Zest Quadrajet 1.3 75PS XE,2017,540000,70000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5,190,,
3218,Toyota Innova 2.5 V Diesel 7-seater,2011,800000,197000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7,200,,
3219,Mahindra XUV500 W10 2WD,2015,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
3220,Maruti Alto LXi BSIII,2009,135000,50000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
3221,Tata Tiago 1.2 Revotron XZ,2017,340000,40300,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5,114,,
3222,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,525000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
3223,Maruti Celerio VXI,2016,411000,25000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5,90,,
3224,Maruti Wagon R LXI Minor,2010,150000,155000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
3225,Honda Jazz 1.2 V AT i VTEC,2015,575000,50000,Petrol,Individual,Automatic,First Owner,19.0,1199,88.7,110Nm@ 4800rpm,5,110,,
3226,Hyundai i20 Asta Option 1.2,2017,595000,30030,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
3227,Hyundai Xcent 1.2 Kappa SX Option,2017,525000,29029,Petrol,Dealer,Manual,First Owner,19.1,1197,82.0,114Nm@ 4000rpm,5,114,,
3228,Maruti Ritz VDi,2012,335000,72072,Diesel,Dealer,Manual,First Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,113,,
3229,Ford Figo Diesel EXI,2012,300000,54000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,160,,
3230,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,415000,82082,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
3231,Mahindra XUV500 W8 2WD,2016,925000,48000,Diesel,Individual,Manual,Second Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
3232,Maruti Ertiga BSIV ZXI Plus,2016,750000,20000,Petrol,Individual,Manual,First Owner,17.5,1373,91.1,130Nm@ 4000rpm,7,130,,
3233,Hyundai Verna CRDi 1.6 AT SX Option,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5,259,,
3234,Datsun GO Plus T BSIV,2015,260000,35000,Petrol,Individual,Manual,Third Owner,19.44,1198,67.0,104Nm@ 4000rpm,7,104,,
3235,Maruti Alto 800 CNG LXI,2017,260000,67000,CNG,Individual,Manual,First Owner,33.44,796,40.3,60Nm@ 3500rpm,4,60,,
3236,Maruti Swift Dzire Vdi BSIV,2011,347000,80600,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
3237,Hyundai EON Magna Optional,2013,195000,58609,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3238,Fiat Punto Pure 1.2L FIRE,2016,265000,33003,Petrol,Individual,Manual,First Owner,15.7,1172,67.0,96Nm@ 2500rpm,5,96,,
3239,Maruti Wagon R LXI CNG,2016,320000,43000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,77Nm@ 3500rpm,5,77,,
3240,Hyundai i20 Magna 1.2,2016,590000,16500,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
3241,Toyota Innova 2.5 GX 8 STR BSIV,2012,650000,138000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
3242,Mahindra Scorpio 2009-2014 EX 9S BSIII,2013,509999,165500,Diesel,Individual,Manual,Second Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,9,200,,
3243,Maruti Swift Dzire ZDi,2011,350000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,190,,
3244,Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,260,,
3245,Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,135,,
3246,Mahindra Verito 1.5 D2 BSIV,2011,200000,120000,Diesel,Individual,Manual,Third Owner,21.0,1461,64.1,160Nm@ 2000rpm,5,160,,
3247,Tata Indica Vista Quadrajet LS,2014,240000,168000,Diesel,Individual,Manual,Second Owner,22.3,1248,74.0,190Nm@ 1750-3000rpm,5,190,,
3248,Honda Amaze E i-DTEC,2017,515000,60000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,200,,
3249,Maruti Alto LXi,2008,145000,120000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
3250,Maruti Wagon R VXI Optional,2016,450000,5800,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
3251,Maruti A-Star Lxi,2010,179000,68700,Petrol,Individual,Manual,Third Owner,19.0,998,66.1,90Nm@ 3500rpm,5,90,,
3252,Hyundai Verna Xi (Petrol),2007,220000,108000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5,146,,
3253,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150Nm@ 4500rpm,5,150,,
3254,Volkswagen Polo Petrol Highline 1.2L,2011,270000,60000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,110Nm@ 3750rpm,5,110,,
3255,Hyundai EON Magna Plus,2016,335000,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3256,Maruti Wagon R VXI Optional,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
3257,Maruti Vitara Brezza LDi Option,2017,710000,60000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,200,,
3258,Maruti Swift Dzire LDI,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,190,,
3259,Jeep Compass 2.0 Limited,2017,1515000,15000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5,350,,
3260,Tata Nexon 1.2 Revotron XZ Plus,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5,170,,
3261,Chevrolet Spark 1.0 LT,2016,160000,50000,Petrol,Individual,Manual,Second Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5,90,,
3262,Chevrolet Beat Diesel LT Option,2016,215000,60000,Diesel,Individual,Manual,Second Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5,142,,
3263,Tata Nano Cx BSIII,2012,60000,40000,Petrol,Individual,Manual,Second Owner,25.4,624,38.0,51Nm@ 4000+/-500rpm,4,51,,
3264,Maruti Swift Dzire VXI,2014,480000,72000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,114,,
3265,Tata Manza Aqua Quadrajet BS IV,2012,140000,195000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,200,,
3266,Hyundai EON D Lite,2012,200000,70000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3267,Nissan Micra Diesel XL Optional,2013,400000,83000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,160,,
3268,Hyundai EON Era Plus,2012,180000,100000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3269,Maruti Swift VXI Optional,2015,550000,25000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,113,,
3270,Maruti Swift VDI Optional,2016,550000,50000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,190,,
3271,Maruti Ertiga VDI,2012,550000,67000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,200,,
3272,Maruti Zen Estilo VXI BSIV,2011,270000,30000,Petrol,Individual,Manual,First Owner,19.0,998,67.1,90Nm@ 3500rpm,5,90,,
3273,Renault Pulse RxL,2013,315000,85000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,160Nm@ 2000rpm,5,160,,
3274,Mahindra Thar CRDe,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6,247,,
3275,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,400000,170000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,200,,
3276,Mahindra Scorpio EX,2014,540000,110000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,8,200,,
3277,Maruti Wagon R LXI CNG,2017,350000,60000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5,77,,
3278,Hyundai Verna 1.6 SX CRDi (O),2011,360000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,259,,
3279,Maruti Wagon R VXI BS IV,2014,300000,31000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
3280,Hyundai Grand i10 CRDi Sportz,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,160,,
3281,Mahindra NuvoSport N8,2016,650000,130000,Diesel,Individual,Manual,First Owner,17.45,1493,100.0,240Nm@ 1600-2800rpm,7,240,,
3282,Maruti Wagon R LXI Optional,2016,350000,20000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5,90,,
3283,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,700000,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,205,,
3284,Maruti Swift Dzire VDI,2013,415000,102996,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,190,,
3285,Hyundai i20 Sportz 1.4 CRDi,2015,550000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
3286,Mahindra XUV500 W8 4WD,2012,595000,129000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,330,,
3287,Fiat Grande Punto EVO 1.3 Dynamic,2015,550000,67000,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197Nm@ 1750rpm,5,197,,
3288,Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0,2494,142.0,343Nm@ 1600-2800rpm,7,343,,
3289,Tata Safari DICOR 2.2 EX 4x2,2010,400000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7,320,,
3290,Fiat Avventura Power Up 1.3 Emotion,2015,500000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,209,,
3291,Maruti Wagon R LXI BSIII,2017,340000,52412,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
3292,Mahindra Scorpio SLE BS IV,2012,480000,85472,Diesel,Dealer,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,290,,
3293,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,480000,87452,Diesel,Dealer,Manual,Second Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,205,,
3294,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5,205,,
3295,Maruti Wagon R LXI Minor,2008,100000,66530,Petrol,Individual,Manual,Second Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,84,,
3296,Hyundai i20 Magna,2013,290000,40000,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,113,,
3297,Fiat Avventura Power Up 1.3 Emotion,2015,425000,96500,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,209,,
3298,Honda City V MT,2010,285000,79000,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,146,,
3299,Mahindra TUV 300 mHAWK100 T8,2016,625000,50000,Diesel,Individual,Manual,First Owner,18.49,1493,100.0,240Nm@ 1600-2800rpm,7,240,,
3300,Fiat Grande Punto Active (Diesel),2012,170000,60000,Diesel,Individual,Manual,Second Owner,20.3,1248,75.0,197Nm@ 1750rpm,5,197,,
3301,Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
3302,Fiat Avventura MULTIJET Emotion,2015,450000,120000,Diesel,Individual,Manual,First Owner,20.5,1248,91.72,209Nm@ 2000rpm,5,209,,
3303,Maruti Swift Dzire AMT VXI,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5,113,,
3304,Hyundai i20 Active 1.2 S,2017,600000,15000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5,114,,
3305,Maruti Alto 800 CNG LXI,2013,178000,70000,CNG,Individual,Manual,Second Owner,30.46,796,47.3,69Nm@ 3500rpm,5,69,,
3306,Maruti Alto 800 LXI,2016,300000,5000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,69Nm@ 3500rpm,5,69,,
3307,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
3308,Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5,114,,
3309,Hyundai EON Era Plus,2016,310000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,74,,
3310,Tata Zest Revotron 1.2T XMS,2017,400000,53000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5,140,,
3311,Mahindra Scorpio LX,2014,520000,110000,Diesel,Individual,Manual,Second Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9,290,,
3312,Ashok Leyland Stile LE,2013,300000,200000,Diesel,Individual,Manual,Second Owner,20.07,1461,75.0,185Nm@ 1750-2750rpm,8,185,,
3313,Mahindra XUV300 W8 Option BSIV,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5,200,,
3314,Honda Amaze VX i-DTEC,2015,509999,75000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,200,,
3315,Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5,90,,
3316,Volkswagen Vento 1.6 Highline,2014,390000,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,153Nm@ 3800rpm,5,153,,
3317,Maruti Alto LXi,2009,195000,40000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,62Nm@ 3000rpm,5,62,,
3318,Audi Q7 3.0 TDI Quattro,2010,1750000,110000,Diesel,Individual,Automatic,Second Owner,12.07,2967,241.4,550Nm@ 1750-2750rpm,7,550,,
3319,Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,600000,60000,Diesel,Individual,Manual,First Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,290,,
3320,Hyundai i20 Sportz Option 1.4 CRDi,2015,615000,72000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
3321,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,350000,70000,Diesel,Individual,Manual,Second Owner,21.9,1396,88.76,219.6Nm@ 1500-2750rpm,5,219,,
3322,Chevrolet Beat Diesel LS,2012,140000,75000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5,150,,
3323,Hyundai i20 1.4 Sportz,2017,650000,32331,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,219,,
3324,Hyundai Creta 1.6 CRDi SX Plus,2016,1100000,70000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,259,,
3325,Hyundai i20 1.4 CRDi Sportz,2010,285000,80000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,219,,
3326,Chevrolet Spark 1.0 LT,2011,190000,20000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3Nm@ 4200rpm,5,90,,
3327,Nissan Sunny XL,2012,350000,110000,Petrol,Individual,Manual,First Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,134,,
3328,Hyundai Grand i10 Asta,2014,400000,40000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,114Nm@ 4000rpm,5,114,,
3329,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245Nm@ 4000rpm,7,245,,
3330,Hyundai i20 Sportz 1.2,2015,434999,90000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
3331,Maruti Swift Dzire VXI,2014,450000,50000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,114Nm@ 4000rpm,5,114,,
3332,Hyundai i20 Asta 1.2,2015,450000,60000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,114,,
